,Iteration,Highest Network Fitness,Iteration Highest Network Fitness,Average Network Fitness
0,1,26.009999999999998,26.009999999999998,2.789999999999994
1,2,26.009999999999998,18.009999999999998,2.7158823529411698
2,3,37.01,37.01,3.088431372549011
3,4,37.01,18.009999999999998,3.4099999999999913
4,5,37.01,18.009999999999998,4.709999999999991
5,6,37.01,18.009999999999998,1.8531372549019653
6,7,37.01,37.01,4.429999999999992
7,8,37.01,16.009999999999998,2.370000000000004
8,9,37.01,16.009999999999998,3.8099999999999916
9,10,37.01,18.009999999999998,4.789999999999991
10,11,37.01,18.009999999999998,3.5699999999999914
11,12,37.01,37.01,3.5299999999999914
12,13,37.01,26.009999999999998,3.489999999999992
13,14,37.01,16.009999999999998,1.5500000000000043
14,15,37.01,16.009999999999998,3.4499999999999913
15,16,37.01,16.009999999999998,4.269999999999992
16,17,37.01,18.009999999999998,2.410000000000004
17,18,37.01,16.009999999999998,2.2100000000000044
18,19,37.01,34.01,4.109999999999991
19,20,37.01,29.009999999999998,4.709999999999991
20,21,37.01,18.009999999999998,3.4699999999999913
21,22,37.01,18.009999999999998,3.229999999999992
22,23,37.01,29.009999999999998,4.970784313725481
23,24,37.01,16.009999999999998,3.409999999999992
24,25,37.01,29.009999999999998,4.129999999999992
25,26,37.01,18.009999999999998,4.2649019607843055
26,27,37.01,37.01,1.9707843137254948
27,28,37.01,16.009999999999998,2.909999999999992
28,29,37.01,18.009999999999998,3.6499999999999915
29,30,37.01,16.009999999999998,3.3299999999999916
30,31,37.01,29.009999999999998,3.4609803921568543
31,32,37.01,18.009999999999998,4.069999999999991
32,33,37.01,34.01,4.129999999999992
33,34,37.01,16.009999999999998,2.909999999999993
34,35,37.01,16.009999999999998,1.5100000000000042
35,36,37.01,16.009999999999998,3.709999999999992
36,37,37.01,16.009999999999998,4.147254901960776
37,38,37.01,18.009999999999998,2.669999999999993
38,39,37.01,16.009999999999998,1.7700000000000042
39,40,37.01,18.009999999999998,4.794313725490188
40,41,37.01,18.009999999999998,3.8899999999999917
41,42,37.01,18.009999999999998,4.069999999999991
42,43,37.01,16.009999999999998,2.5100000000000047
43,44,37.01,16.009999999999998,4.009999999999992
44,45,37.01,18.009999999999998,4.569999999999991
45,46,37.01,16.009999999999998,3.6830769230769147
46,47,37.01,29.009999999999998,4.1499999999999915
47,48,37.01,18.009999999999998,2.829999999999992
48,49,37.01,18.009999999999998,2.853137254901954
49,50,37.01,16.009999999999998,3.349999999999992
