,Iteration,Highest Network Fitness,Iteration Highest Network Fitness,Average Network Fitness
0,1,7,7,3.966666666666667
1,2,7,7,3.9
2,3,9,9,4.4
3,4,9,7,3.6666666666666665
4,5,10,10,4.419354838709677
