,Iteration,Highest Network Fitness,Iteration Highest Network Fitness,Average Network Fitness
0,1,18.009999999999998,18.009999999999998,1.049999999999998
1,2,18.009999999999998,18.009999999999998,3.2499999999999916
2,3,18.009999999999998,16.009999999999998,1.4100000000000046
3,4,18.009999999999998,18.009999999999998,4.289999999999991
4,5,18.009999999999998,16.009999999999998,1.441372549019612
5,6,18.009999999999998,18.009999999999998,5.409999999999992
6,7,18.009999999999998,16.009999999999998,10.609999999999992
7,8,18.009999999999998,16.009999999999998,7.409999999999992
8,9,18.009999999999998,16.009999999999998,7.729999999999992
9,10,18.009999999999998,16.009999999999998,3.5699999999999914
10,11,18.009999999999998,16.009999999999998,2.969999999999992
11,12,18.009999999999998,16.009999999999998,2.7099999999999915
12,13,18.009999999999998,16.009999999999998,1.9500000000000042
13,14,18.009999999999998,16.009999999999998,2.550000000000004
14,15,29.009999999999998,29.009999999999998,1.4500000000000046
15,16,29.009999999999998,16.009999999999998,0.7158823529411745
16,17,29.009999999999998,18.009999999999998,1.8700000000000043
17,18,29.009999999999998,16.009999999999998,0.889999999999998
18,19,29.009999999999998,18.009999999999998,1.089999999999998
19,20,29.009999999999998,16.009999999999998,1.4700000000000046
20,21,29.009999999999998,16.009999999999998,4.249999999999995
21,22,29.009999999999998,16.009999999999998,6.249999999999992
22,23,29.009999999999998,23.009999999999998,5.409999999999992
23,24,29.009999999999998,21.009999999999998,6.990392156862737
24,25,29.009999999999998,23.009999999999998,7.127647058823522
25,26,29.009999999999998,16.009999999999998,10.549999999999994
26,27,29.009999999999998,16.009999999999998,6.369999999999992
27,28,29.009999999999998,16.009999999999998,9.48058823529411
28,29,29.009999999999998,16.009999999999998,9.269999999999992
29,30,29.009999999999998,16.009999999999998,7.2699999999999925
30,31,29.009999999999998,16.009999999999998,8.264901960784306
31,32,29.009999999999998,16.009999999999998,7.789999999999992
32,33,29.009999999999998,16.009999999999998,9.629999999999992
33,34,29.009999999999998,16.009999999999998,9.209999999999992
34,35,29.009999999999998,16.009999999999998,8.909999999999991
35,36,29.009999999999998,16.009999999999998,11.63745098039215
36,37,29.009999999999998,16.009999999999998,9.209999999999992
37,38,29.009999999999998,16.009999999999998,9.409999999999991
38,39,29.009999999999998,16.009999999999998,9.509999999999993
39,40,29.009999999999998,16.009999999999998,9.229999999999992
40,41,29.009999999999998,18.009999999999998,6.509999999999992
41,42,39.01,39.01,7.169999999999992
42,43,39.01,16.009999999999998,9.109999999999992
43,44,39.01,18.009999999999998,11.069999999999993
44,45,39.01,39.01,9.069999999999991
45,46,39.01,18.009999999999998,6.794313725490188
46,47,39.01,16.009999999999998,5.589999999999992
47,48,39.01,18.009999999999998,7.889999999999992
48,49,39.01,16.009999999999998,7.229999999999992
49,50,39.01,20.009999999999998,6.029230769230761
