,Iteration,Highest Network Fitness,Iteration Highest Network Fitness,Average Network Fitness
0,1,117,117,26.8
1,2,118,118,48.61764705882353
2,3,118,118,42.39
3,4,132,132,54.06930693069307
4,5,132,115,6.34
