,Iteration,Highest Network Fitness,Iteration Highest Network Fitness,Average Network Fitness
0,1,111,111,26.69
1,2,111,96,34.613861386138616
2,3,119,119,42.84
3,4,162,162,45.79611650485437
4,5,162,102,28.4
